  crm_leads  ·  600 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
LED0555,Bilel Hamouda,bilel.hamouda@outlook.com,SPS Tunisia,+216 99 730 197,Inbound,Converted,Maroc,Technology,2022-11-22,
LED0556,Ahmed Ben Ali,ahmed.ben-ali@yahoo.fr,SOMOCER,+216 98 495 399,Website,Disqualified,Tunisie,Transport,2022-12-13,Competitor
LED0557,Walid Ben Amor,walid.ben-amor@gmail.com,Banque Centrale Tunisie,+216 50 191 278,Trade Show,Converted,Maroc,Assurance,2024-05-30,
LED0558,Nacer Brahim,nacer.brahim@gmail.com,Talan France,+216 90 185 826,Inbound,Converted,Maroc,Technology,2023-08-13,
LED0559,Bilel Tlili,bilel.tlili@outlook.com,BIAT,+216 92 922 815,Website,New,Maroc,Telecom,2023-01-27,
LED0560,Amine Guizani,amine.guizani@gmail.com,SOMOCER,+216 25 991 478,LinkedIn,New,France,Industrie,2022-04-06,
LED0561,Mouna Chabbi,mouna.chabbi@yahoo.fr,CIH Bank Maroc,+216 92 493 283,Referral,New,Tunisie,Assurance,2023-12-01,
LED0562,Rami Sassi,rami.sassi@gmail.com,Ministere des Finances,+216 55 230 539,Inbound,Disqualified,Tunisie,Industrie,2024-06-27,No budget
LED0563,Zied Sassi,zied.sassi@gmail.com,VERMEG,+216 92 940 273,Trade Show,Disqualified,Tunisie,Finance,2022-04-11,Competitor
LED0564,Olfa Sghaier,olfa.sghaier@outlook.com,CIH Bank Maroc,+216 98 464 914,Event,Contacted,Tunisie,Industrie,2023-08-12,
LED0565,Mohamed Bettaieb,mohamed.bettaieb@outlook.com,Leoni Tunisie,+216 50 594 303,Referral,Converted,France,Finance,2023-09-13,
LED0566,Chaima Bettaieb,chaima.bettaieb@gmail.com,TTS,+216 99 937 279,Event,Contacted,France,Assurance,2024-06-16,
LED0567,Mohamed Mansouri,mohamed.mansouri@yahoo.fr,BNA Banque,+216 22 973 321,LinkedIn,New,Tunisie,Technology,2024-12-05,
LED0568,Emna Bouzid,emna.bouzid@gmail.com,TTS,+216 22 692 327,Referral,Converted,Tunisie,Industrie,2023-08-03,
LED0569,Mouna Bchir,mouna.bchir@gmail.com,STIIP Assurance,+216 95 379 902,LinkedIn,Disqualified,Algerie,Assurance,2022-11-02,Not interested
LED0570,Slim Hamouda,slim.hamouda@gmail.com,CNAM,+216 90 155 673,Trade Show,Contacted,Tunisie,Secteur Public,2023-09-20,
LED0571,Rania Zouari,rania.zouari@yahoo.fr,BH Bank,+216 99 943 426,Referral,Disqualified,Tunisie,Energie,2023-02-06,Competitor
LED0572,Asma Cherni,asma.cherni@yahoo.fr,BIAT,+216 22 141 303,Trade Show,Contacted,France,Technology,2022-02-03,
LED0573,Bilel Ben Romdhane,bilel.ben-romdhane@gmail.com,CNSS,+216 92 660 754,Cold Call,Disqualified,Tunisie,Energie,2022-05-29,Competitor
LED0574,Slim Sghaier,slim.sghaier@gmail.com,Total Energies TN,+216 53 420 676,Referral,New,Tunisie,Transport,2024-04-17,
LED0575,Chaima Dridi,chaima.dridi@outlook.com,IBM Tunisie,+216 50 988 853,Referral,New,Tunisie,Assurance,2023-05-09,
LED0576,Sarra Mabrouk,sarra.mabrouk@gmail.com,Delice Danone,+216 24 873 625,Trade Show,Contacted,Maroc,Transport,2022-07-24,
LED0577,Zied Hamdi,zied.hamdi@gmail.com,Microsoft Tunisie,+216 50 547 618,Partner,Disqualified,Algerie,Secteur Public,2022-02-25,Competitor
LED0578,Tarek Bouzid,tarek.bouzid@outlook.com,SNCFT,+216 95 758 626,Cold Call,New,Tunisie,Transport,2023-03-05,
LED0579,Chaima Guesmi,chaima.guesmi@yahoo.fr,BIAT Leasing,+216 20 610 589,Website,New,Tunisie,Industrie,2023-09-06,
LED0580,Hajer Ben Amor,hajer.ben-amor@yahoo.fr,Tunisie Telecom,+216 24 613 297,LinkedIn,Qualified,Tunisie,Assurance,2022-12-25,
LED0581,Fares Khelifi,fares.khelifi@outlook.com,Total Energies TN,+216 25 370 489,Referral,Disqualified,Algerie,Energie,2023-06-30,Competitor
LED0582,Emna Abidi,emna.abidi@yahoo.fr,Attijari Bank,+216 95 512 276,LinkedIn,Converted,France,Secteur Public,2023-03-18,
LED0583,Ameni Sassi,ameni.sassi@gmail.com,TTS,+216 92 868 895,Cold Call,New,Maroc,Energie,2023-08-29,
LED0584,Afef Ben Fredj,afef.ben-fredj@gmail.com,Ooredoo Tunisie,+216 52 828 336,Website,Contacted,Tunisie,Transport,2024-09-08,
LED0585,Afef Hammami,afef.hammami@yahoo.fr,VERMEG,+216 99 122 592,Cold Call,Contacted,France,Transport,2024-11-07,
LED0586,Walid Brahim,walid.brahim@yahoo.fr,BH Bank,+216 98 934 334,Referral,Qualified,Tunisie,Industrie,2022-10-06,
LED0587,Dorra Tlili,dorra.tlili@gmail.com,Banque Centrale Tunisie,+216 95 778 156,Referral,Converted,Tunisie,Finance,2024-06-24,
LED0588,Mouna Haddad,mouna.haddad@gmail.com,Sfax Cables,+216 24 387 807,LinkedIn,Qualified,Algerie,Transport,2022-03-09,
LED0589,Mohamed Jlassi,mohamed.jlassi@outlook.com,Carthage Cement,+216 90 143 463,LinkedIn,Converted,Tunisie,Technology,2023-01-25,
LED0590,Tarek Dridi,tarek.dridi@yahoo.fr,Delice Danone,+216 25 712 830,LinkedIn,Qualified,Tunisie,Secteur Public,2022-08-24,
LED0591,Dorra Bchir,dorra.bchir@gmail.com,SNCFT,+216 90 211 892,Trade Show,Qualified,France,Transport,2022-06-06,
LED0592,Bilel Ayadi,bilel.ayadi@outlook.com,CNAM,+216 23 186 114,Website,Converted,Maroc,Transport,2022-02-23,
LED0593,Leila Hammami,leila.hammami@outlook.com,Carthage Cement,+216 52 873 485,Referral,Qualified,Tunisie,Industrie,2024-12-21,
LED0594,Mohamed Kchaou,mohamed.kchaou@outlook.com,STEG,+216 98 812 457,Cold Call,Qualified,Tunisie,Technology,2024-01-20,
LED0595,Mariem Sghaier,mariem.sghaier@gmail.com,Amen Bank,+216 25 157 389,Trade Show,New,Maroc,Technology,2023-05-08,
LED0596,Sami Tlili,sami.tlili@yahoo.fr,Ministere de l Education,+216 95 543 359,LinkedIn,Contacted,France,Secteur Public,2023-07-03,
LED0597,Fares Bouzid,fares.bouzid@yahoo.fr,OCP Maroc,+216 24 208 553,Website,Qualified,Algerie,Assurance,2024-08-28,
LED0598,Nizar Chebbi,nizar.chebbi@gmail.com,CIH Bank Maroc,+216 52 407 758,Inbound,Qualified,Tunisie,Energie,2022-05-15,
LED0599,Sarra Kchaou,sarra.kchaou@yahoo.fr,Attijari Bank,+216 25 882 618,Inbound,Qualified,France,Transport,2023-05-13,
LED0600,Nacer Amri,nacer.amri@gmail.com,Ministere de l Education,+216 99 166 452,Event,Qualified,Tunisie,Energie,2022-03-25,
