  crm_contacts  ·  800 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CON0625,Wael,Karray,wael.karray@bna.com.tn,+216 90 359 720,ACC0045,RSSI,Tunisie,2023-07-11
CON0626,Maroua,Abidi,maroua.abidi@ooredoo.tn,+216 27 654 206,ACC0125,Responsable SI,Tunisie,2023-05-27
CON0627,Hamza,Ben Ali,hamza.ben-ali@ttelecom.tn,+216 26 712 125,ACC0155,Chef de Projet,Tunisie,2021-06-15
CON0628,Houssem,Cherni,houssem.cherni@stb.com.tn,+216 53 468 755,ACC0144,Responsable SI,Tunisie,2019-08-04
CON0629,Sofiene,Rekik,sofiene.rekik@ttelecom.tn,+216 24 574 710,ACC0182,Directeur Financier,Tunisie,2021-10-17
CON0630,Leila,Amri,leila.amri@ttelecom.tn,+216 25 783 790,ACC0052,Directeur Technique,Tunisie,2023-04-25
CON0631,Bilel,Ncibi,bilel.ncibi@stb.com.tn,+216 90 899 745,ACC0022,RSSI,Tunisie,2023-01-04
CON0632,Hedi,Guesmi,hedi.guesmi@biat.com.tn,+216 95 311 876,ACC0108,Responsable SI,Tunisie,2023-07-01
CON0633,Karim,Romdhane,karim.romdhane@ooredoo.tn,+216 53 739 732,ACC0008,CTO,Tunisie,2023-04-27
CON0634,Asma,Kchaou,asma.kchaou@ttelecom.tn,+216 24 980 497,ACC0198,Directeur Technique,Tunisie,2019-05-06
CON0635,Amine,Jebali,amine.jebali@ooredoo.tn,+216 92 256 763,ACC0076,Responsable SI,Tunisie,2023-12-20
CON0636,Emna,Karray,emna.karray@attijari.tn,+216 92 724 883,ACC0003,Architecte SI,Tunisie,2022-06-04
CON0637,Rania,Gharbi,rania.gharbi@ooredoo.tn,+216 92 297 100,ACC0179,DG,Tunisie,2023-05-08
CON0638,Aymen,Abidi,aymen.abidi@ooredoo.tn,+216 95 168 516,ACC0134,Directeur Financier,Tunisie,2020-03-13
CON0639,Leila,Ayadi,leila.ayadi@attijari.tn,+216 26 265 735,ACC0006,Architecte SI,Tunisie,2022-04-28
CON0640,Olfa,Ben Salem,olfa.ben-salem@bna.com.tn,+216 27 157 387,ACC0188,DSI,Tunisie,2020-06-15
CON0641,Fares,Bouaziz,fares.bouaziz@ooredoo.tn,+216 25 673 852,ACC0115,Architecte SI,Tunisie,2023-02-18
CON0642,Tarek,Chebbi,tarek.chebbi@stb.com.tn,+216 90 208 916,ACC0153,CTO,Tunisie,2020-09-04
CON0643,Ameni,Toumi,ameni.toumi@ttelecom.tn,+216 24 766 377,ACC0027,Directeur Technique,Tunisie,2022-04-07
CON0644,Ahmed,Rekik,ahmed.rekik@stb.com.tn,+216 98 216 848,ACC0021,RSSI,Tunisie,2021-05-20
CON0645,Karim,Ben Amor,karim.ben-amor@stb.com.tn,+216 55 652 275,ACC0104,Directeur Technique,Tunisie,2021-11-28
CON0646,Walid,Hamouda,walid.hamouda@bna.com.tn,+216 50 567 461,ACC0188,DSI,Tunisie,2019-10-23
CON0647,Ghassen,Toumi,ghassen.toumi@ooredoo.tn,+216 22 165 682,ACC0136,RSSI,Tunisie,2021-07-21
CON0648,Zied,Ferjani,zied.ferjani@biat.com.tn,+216 98 843 453,ACC0029,Directeur Technique,Tunisie,2022-03-16
CON0649,Mohamed,Hammami,mohamed.hammami@gmail.com,+216 20 631 264,ACC0078,DG,Tunisie,2019-02-27
CON0650,Olfa,Bettaieb,olfa.bettaieb@stb.com.tn,+216 23 926 485,ACC0056,DSI,Tunisie,2019-01-05
CON0651,Asma,Bouzid,asma.bouzid@bna.com.tn,+216 53 660 870,ACC0145,DG,Tunisie,2023-05-20
CON0652,Emna,Ben Fredj,emna.ben-fredj@ooredoo.tn,+216 95 629 934,ACC0130,RSSI,Tunisie,2022-09-28
CON0653,Zied,Sghaier,zied.sghaier@ooredoo.tn,+216 99 290 259,ACC0100,Directeur Financier,Tunisie,2020-11-25
CON0654,Hamza,Hammami,hamza.hammami@biat.com.tn,+216 23 377 217,ACC0043,Chef de Projet,Tunisie,2022-07-14
CON0655,Sarra,Abidi,sarra.abidi@biat.com.tn,+216 98 811 991,ACC0159,Chef de Projet,Tunisie,2023-04-01
CON0656,Asma,Haddad,asma.haddad@gmail.com,+216 52 256 208,ACC0031,Directeur Technique,Tunisie,2019-02-08
CON0657,Kais,Ben Salem,kais.ben-salem@ttelecom.tn,+216 55 177 946,ACC0156,Responsable SI,Tunisie,2022-04-21
CON0658,Karim,Ayadi,karim.ayadi@ttelecom.tn,+216 99 120 639,ACC0007,Directeur Operations,Tunisie,2021-02-21
CON0659,Nour,Chebbi,nour.chebbi@ttelecom.tn,+216 27 553 162,ACC0047,Responsable SI,Tunisie,2019-11-12
CON0660,Nacer,Ben Salem,nacer.ben-salem@ttelecom.tn,+216 27 633 172,ACC0007,Chef de Projet,Tunisie,2021-03-09
CON0661,Amine,Bouzid,amine.bouzid@biat.com.tn,+216 53 819 449,ACC0014,Responsable SI,Tunisie,2023-03-21
CON0662,Slim,Khelifi,slim.khelifi@gmail.com,+216 23 684 839,ACC0030,Directeur Financier,Tunisie,2020-10-13
CON0663,Aymen,Ben Amor,aymen.ben-amor@stb.com.tn,+216 99 184 664,ACC0005,RSSI,Tunisie,2022-04-15
CON0664,Bilel,Mahfoudhi,bilel.mahfoudhi@ttelecom.tn,+216 55 143 528,ACC0146,CTO,Tunisie,2019-06-21
CON0665,Mariem,Amri,mariem.amri@ooredoo.tn,+216 20 911 482,ACC0138,Chef de Projet,Tunisie,2021-07-14
CON0666,Walid,Cherni,walid.cherni@ttelecom.tn,+216 95 859 936,ACC0001,CTO,Tunisie,2020-07-13
CON0667,Nizar,Bchir,nizar.bchir@stb.com.tn,+216 95 659 400,ACC0150,Directeur Operations,Tunisie,2019-04-04
CON0668,Zied,Chabbi,zied.chabbi@ttelecom.tn,+216 26 584 831,ACC0036,Directeur Technique,Tunisie,2023-12-04
CON0669,Mounir,Ben Ali,mounir.ben-ali@attijari.tn,+216 22 546 825,ACC0193,Directeur Financier,Tunisie,2020-05-18
CON0670,Wassim,Chabbi,wassim.chabbi@bna.com.tn,+216 27 725 906,ACC0178,CTO,Tunisie,2022-05-31
CON0671,Asma,Cherni,asma.cherni@gmail.com,+216 52 430 566,ACC0196,Directeur Financier,Tunisie,2019-06-16
CON0672,Olfa,Bouzid,olfa.bouzid@ttelecom.tn,+216 23 215 343,ACC0091,Directeur Technique,Tunisie,2021-01-03
CON0673,Aymen,Tlili,aymen.tlili@stb.com.tn,+216 53 289 978,ACC0050,DG,Tunisie,2020-03-29
CON0674,Ameni,Trabelsi,ameni.trabelsi@stb.com.tn,+216 20 276 554,ACC0184,Directeur Operations,Tunisie,2021-10-08
CON0675,Aymen,Bchir,aymen.bchir@ooredoo.tn,+216 95 737 808,ACC0002,DG,Tunisie,2019-08-16
CON0676,Aziz,Gharbi,aziz.gharbi@attijari.tn,+216 52 803 921,ACC0017,DG,Tunisie,2023-03-08
CON0677,Chaima,Bouaziz,chaima.bouaziz@yahoo.fr,+216 24 787 599,ACC0050,DSI,Tunisie,2022-06-12
CON0678,Nacer,Brahim,nacer.brahim@ooredoo.tn,+216 23 509 424,ACC0083,Directeur Technique,Tunisie,2020-07-15
CON0679,Nour,Bchir,nour.bchir@biat.com.tn,+216 90 212 754,ACC0185,Architecte SI,Tunisie,2020-07-23
CON0680,Salma,Brahim,salma.brahim@gmail.com,+216 55 874 465,ACC0021,Responsable SI,Tunisie,2023-02-19
CON0681,Fares,Mabrouk,fares.mabrouk@stb.com.tn,+216 22 368 941,ACC0080,Directeur Operations,Tunisie,2019-02-27
CON0682,Wael,Ncibi,wael.ncibi@yahoo.fr,+216 26 446 857,ACC0065,Directeur Financier,Tunisie,2021-08-27
CON0683,Mounir,Ferjani,mounir.ferjani@yahoo.fr,+216 27 241 416,ACC0019,DG,Tunisie,2021-06-17
CON0684,Oussama,Elloumi,oussama.elloumi@attijari.tn,+216 98 664 857,ACC0097,CTO,Tunisie,2023-05-22
CON0685,Mounir,Jebali,mounir.jebali@yahoo.fr,+216 24 269 749,ACC0017,CDO,Tunisie,2022-02-19
CON0686,Kais,Kchaou,kais.kchaou@ooredoo.tn,+216 52 800 874,ACC0060,Responsable SI,Tunisie,2019-01-22
CON0687,Sofiene,Jebali,sofiene.jebali@yahoo.fr,+216 92 717 485,ACC0167,Directeur Technique,Tunisie,2021-11-25
CON0688,Dorra,Haddad,dorra.haddad@biat.com.tn,+216 27 485 873,ACC0152,Directeur Operations,Tunisie,2019-09-16
CON0689,Afef,Jebali,afef.jebali@gmail.com,+216 95 392 899,ACC0048,Directeur Operations,Tunisie,2023-06-21
CON0690,Ghassen,Ben Salem,ghassen.ben-salem@bna.com.tn,+216 53 564 797,ACC0080,Architecte SI,Tunisie,2023-05-08
CON0691,Ines,Gharbi,ines.gharbi@bna.com.tn,+216 20 228 940,ACC0003,Directeur Technique,Tunisie,2022-09-08
CON0692,Nour,Bettaieb,nour.bettaieb@ttelecom.tn,+216 92 836 318,ACC0109,CDO,Tunisie,2020-02-15
CON0693,Hamza,Ben Ali,hamza.ben-ali@bna.com.tn,+216 90 567 950,ACC0178,CTO,Tunisie,2022-11-19
CON0694,Karim,Dridi,karim.dridi@ooredoo.tn,+216 55 844 121,ACC0042,CDO,Tunisie,2023-11-30
CON0695,Ines,Guesmi,ines.guesmi@bna.com.tn,+216 50 677 323,ACC0120,Directeur Technique,Tunisie,2020-05-04
CON0696,Afef,Chebbi,afef.chebbi@gmail.com,+216 24 667 346,ACC0002,CDO,Tunisie,2019-06-01
CON0697,Hamza,Ben Fredj,hamza.ben-fredj@stb.com.tn,+216 92 264 752,ACC0162,CDO,Tunisie,2019-03-31
CON0698,Karim,Kchaou,karim.kchaou@gmail.com,+216 24 701 283,ACC0087,CTO,Tunisie,2020-01-01
CON0699,Aymen,Elloumi,aymen.elloumi@yahoo.fr,+216 50 989 996,ACC0098,DSI,Tunisie,2020-03-06
CON0700,Fatma,Souissi,fatma.souissi@bna.com.tn,+216 27 141 789,ACC0160,Directeur Financier,Tunisie,2019-08-31
CON0701,Mohamed,Kchaou,mohamed.kchaou@stb.com.tn,+216 22 964 166,ACC0082,DSI,Tunisie,2022-07-26
CON0702,Yassine,Laabidi,yassine.laabidi@attijari.tn,+216 21 431 402,ACC0076,Directeur Financier,Tunisie,2020-05-21
CON0703,Nizar,Laabidi,nizar.laabidi@ttelecom.tn,+216 53 301 616,ACC0054,Directeur Technique,Tunisie,2023-06-08
CON0704,Hajer,Hammami,hajer.hammami@ooredoo.tn,+216 27 524 793,ACC0096,Responsable SI,Tunisie,2021-08-08
CON0705,Walid,Brahim,walid.brahim@attijari.tn,+216 52 268 938,ACC0122,Directeur Operations,Tunisie,2021-04-01
CON0706,Wael,Ncibi,wael.ncibi@yahoo.fr,+216 21 263 647,ACC0061,Architecte SI,Tunisie,2020-09-18
CON0707,Emna,Guesmi,emna.guesmi@yahoo.fr,+216 24 484 789,ACC0035,Directeur Financier,Tunisie,2021-06-29
CON0708,Salma,Tlili,salma.tlili@attijari.tn,+216 20 258 925,ACC0110,CTO,Tunisie,2021-06-04
CON0709,Nour,Dridi,nour.dridi@ooredoo.tn,+216 25 900 368,ACC0046,CDO,Tunisie,2020-06-27
CON0710,Aziz,Haddad,aziz.haddad@attijari.tn,+216 90 960 145,ACC0140,Responsable SI,Tunisie,2020-04-11
CON0711,Asma,Ben Youssef,asma.ben-youssef@bna.com.tn,+216 95 451 845,ACC0051,CDO,Tunisie,2020-09-11
CON0712,Mouna,Oueslati,mouna.oueslati@stb.com.tn,+216 25 233 428,ACC0067,DSI,Tunisie,2020-07-31
CON0713,Hamza,Amri,hamza.amri@attijari.tn,+216 22 947 139,ACC0121,Directeur Financier,Tunisie,2023-11-08
CON0714,Amine,Ferjani,amine.ferjani@stb.com.tn,+216 27 441 437,ACC0133,Responsable SI,Tunisie,2023-04-01
CON0715,Sarra,Elloumi,sarra.elloumi@stb.com.tn,+216 25 524 585,ACC0198,CDO,Tunisie,2021-06-17
CON0716,Fatma,Toumi,fatma.toumi@bna.com.tn,+216 55 633 649,ACC0079,Directeur Financier,Tunisie,2023-07-18
CON0717,Olfa,Oueslati,olfa.oueslati@attijari.tn,+216 20 191 359,ACC0196,RSSI,Tunisie,2020-10-29
CON0718,Rami,Cherni,rami.cherni@stb.com.tn,+216 22 247 326,ACC0098,DSI,Tunisie,2019-05-11
CON0719,Chaima,Bouaziz,chaima.bouaziz@biat.com.tn,+216 27 294 866,ACC0164,CTO,Tunisie,2019-12-18
CON0720,Yasmine,Souissi,yasmine.souissi@gmail.com,+216 92 811 639,ACC0048,CTO,Tunisie,2021-03-01
CON0721,Aymen,Mabrouk,aymen.mabrouk@ooredoo.tn,+216 23 320 605,ACC0015,Architecte SI,Tunisie,2019-01-23
CON0722,Lotfi,Bettaieb,lotfi.bettaieb@attijari.tn,+216 99 176 335,ACC0138,Architecte SI,Tunisie,2023-03-02
CON0723,Asma,Brahim,asma.brahim@biat.com.tn,+216 99 724 797,ACC0111,Responsable SI,Tunisie,2022-05-21
CON0724,Lotfi,Ncibi,lotfi.ncibi@attijari.tn,+216 22 128 875,ACC0071,Responsable SI,Tunisie,2019-10-20
CON0725,Emna,Haddad,emna.haddad@stb.com.tn,+216 98 768 440,ACC0085,Directeur Operations,Tunisie,2021-07-31
CON0726,Karim,Ncibi,karim.ncibi@biat.com.tn,+216 98 900 378,ACC0089,Chef de Projet,Tunisie,2022-06-09
CON0727,Ameni,Mansouri,ameni.mansouri@bna.com.tn,+216 22 177 458,ACC0099,RSSI,Tunisie,2019-07-15
CON0728,Houssem,Sassi,houssem.sassi@yahoo.fr,+216 25 590 399,ACC0171,Directeur Operations,Tunisie,2021-10-07
CON0729,Leila,Ayadi,leila.ayadi@stb.com.tn,+216 53 327 104,ACC0197,Responsable SI,Tunisie,2021-07-12
CON0730,Aziz,Gharbi,aziz.gharbi@bna.com.tn,+216 26 704 285,ACC0164,Architecte SI,Tunisie,2020-12-04
CON0731,Fares,Ben Slama,fares.ben-slama@gmail.com,+216 26 503 277,ACC0084,CTO,Tunisie,2021-08-02
CON0732,Nacer,Jebali,nacer.jebali@stb.com.tn,+216 50 463 538,ACC0121,Directeur Financier,Tunisie,2019-12-16
CON0733,Rami,Hamdi,rami.hamdi@ttelecom.tn,+216 24 902 303,ACC0044,CTO,Tunisie,2022-10-19
CON0734,Rania,Hamouda,rania.hamouda@yahoo.fr,+216 24 736 282,ACC0173,Directeur Financier,Tunisie,2021-06-24
CON0735,Mouna,Ferjani,mouna.ferjani@attijari.tn,+216 23 166 454,ACC0100,Architecte SI,Tunisie,2019-04-18
CON0736,Lotfi,Jebali,lotfi.jebali@biat.com.tn,+216 27 557 357,ACC0052,CTO,Tunisie,2021-05-13
CON0737,Amine,Hamouda,amine.hamouda@gmail.com,+216 99 757 955,ACC0025,Directeur Technique,Tunisie,2019-04-01
CON0738,Sofiene,Ben Ali,sofiene.ben-ali@ooredoo.tn,+216 20 225 783,ACC0160,DSI,Tunisie,2021-03-20
CON0739,Lotfi,Hamdi,lotfi.hamdi@stb.com.tn,+216 27 329 401,ACC0004,Directeur Financier,Tunisie,2019-01-25
CON0740,Fatma,Ayadi,fatma.ayadi@stb.com.tn,+216 98 360 790,ACC0167,Architecte SI,Tunisie,2019-03-31
CON0741,Mouna,Tlili,mouna.tlili@bna.com.tn,+216 53 369 548,ACC0146,Chef de Projet,Tunisie,2019-07-14
CON0742,Yassine,Rekik,yassine.rekik@stb.com.tn,+216 99 957 591,ACC0086,CTO,Tunisie,2023-10-10
CON0743,Aymen,Ncibi,aymen.ncibi@attijari.tn,+216 55 336 587,ACC0098,CTO,Tunisie,2021-10-28
CON0744,Olfa,Hamdi,olfa.hamdi@ooredoo.tn,+216 90 891 423,ACC0061,Chef de Projet,Tunisie,2022-06-23
CON0745,Zied,Hammami,zied.hammami@ooredoo.tn,+216 90 127 910,ACC0097,DG,Tunisie,2020-05-02
CON0746,Fares,Laabidi,fares.laabidi@ooredoo.tn,+216 50 744 500,ACC0134,Directeur Operations,Tunisie,2023-03-18
CON0747,Wassim,Souissi,wassim.souissi@gmail.com,+216 23 848 884,ACC0139,CTO,Tunisie,2023-06-30
CON0748,Yasmine,Tlili,yasmine.tlili@ooredoo.tn,+216 22 479 328,ACC0162,CTO,Tunisie,2023-11-17
CON0749,Chaima,Ben Amor,chaima.ben-amor@yahoo.fr,+216 95 782 730,ACC0033,DG,Tunisie,2022-04-28
CON0750,Salma,Ben Amor,salma.ben-amor@attijari.tn,+216 55 714 481,ACC0080,Responsable SI,Tunisie,2020-05-16
CON0751,Nour,Guesmi,nour.guesmi@bna.com.tn,+216 52 181 555,ACC0163,DSI,Tunisie,2023-11-02
CON0752,Wael,Ayadi,wael.ayadi@yahoo.fr,+216 53 476 539,ACC0113,Chef de Projet,Tunisie,2022-06-02
CON0753,Mounir,Mabrouk,mounir.mabrouk@biat.com.tn,+216 21 747 956,ACC0022,RSSI,Tunisie,2022-01-05
CON0754,Slim,Guesmi,slim.guesmi@ooredoo.tn,+216 90 968 914,ACC0117,CTO,Tunisie,2022-02-25
CON0755,Nour,Ferjani,nour.ferjani@ooredoo.tn,+216 27 719 432,ACC0040,CTO,Tunisie,2019-01-27
CON0756,Khaled,Ayadi,khaled.ayadi@gmail.com,+216 90 315 807,ACC0099,Architecte SI,Tunisie,2022-08-05
CON0757,Ahmed,Tlili,ahmed.tlili@yahoo.fr,+216 22 226 810,ACC0050,DSI,Tunisie,2023-04-29
CON0758,Ines,Zouari,ines.zouari@ttelecom.tn,+216 92 980 888,ACC0167,DG,Tunisie,2023-02-15
CON0759,Amine,Sassi,amine.sassi@biat.com.tn,+216 99 550 243,ACC0179,DSI,Tunisie,2022-05-24
CON0760,Emna,Fehri,emna.fehri@biat.com.tn,+216 26 681 854,ACC0004,Directeur Technique,Tunisie,2022-08-12
CON0761,Leila,Kchaou,leila.kchaou@attijari.tn,+216 98 849 418,ACC0043,Directeur Operations,Tunisie,2022-11-17
CON0762,Sofiene,Ben Amor,sofiene.ben-amor@yahoo.fr,+216 24 301 715,ACC0188,Architecte SI,Tunisie,2019-08-12
CON0763,Fatma,Khelifi,fatma.khelifi@bna.com.tn,+216 98 287 450,ACC0192,DSI,Tunisie,2019-01-14
CON0764,Houssem,Guizani,houssem.guizani@yahoo.fr,+216 21 808 490,ACC0135,Directeur Operations,Tunisie,2023-02-10
CON0765,Mehdi,Sghaier,mehdi.sghaier@biat.com.tn,+216 53 216 784,ACC0125,Directeur Financier,Tunisie,2019-08-14
CON0766,Ghassen,Gharbi,ghassen.gharbi@gmail.com,+216 22 252 143,ACC0195,Responsable SI,Tunisie,2023-11-21
CON0767,Salma,Jebali,salma.jebali@ttelecom.tn,+216 99 466 603,ACC0021,Directeur Financier,Tunisie,2021-02-12
CON0768,Imen,Rekik,imen.rekik@yahoo.fr,+216 27 347 876,ACC0125,Responsable SI,Tunisie,2019-05-06
CON0769,Ahmed,Karray,ahmed.karray@yahoo.fr,+216 26 673 742,ACC0002,Responsable SI,Tunisie,2021-12-01
CON0770,Ameni,Ben Fredj,ameni.ben-fredj@bna.com.tn,+216 90 624 319,ACC0175,CDO,Tunisie,2023-07-31
CON0771,Ahmed,Bettaieb,ahmed.bettaieb@stb.com.tn,+216 90 147 273,ACC0085,RSSI,Tunisie,2021-07-24
CON0772,Mariem,Abidi,mariem.abidi@stb.com.tn,+216 99 564 417,ACC0180,Chef de Projet,Tunisie,2021-07-14
CON0773,Mouna,Abidi,mouna.abidi@attijari.tn,+216 99 865 545,ACC0005,CTO,Tunisie,2023-07-12
CON0774,Sofiene,Chabbi,sofiene.chabbi@stb.com.tn,+216 24 664 750,ACC0090,DSI,Tunisie,2022-09-10
CON0775,Chaima,Hammami,chaima.hammami@ooredoo.tn,+216 24 419 227,ACC0147,CDO,Tunisie,2019-09-19
CON0776,Mounir,Trabelsi,mounir.trabelsi@attijari.tn,+216 95 914 982,ACC0115,Chef de Projet,Tunisie,2022-09-19
CON0777,Oussama,Rekik,oussama.rekik@biat.com.tn,+216 90 183 443,ACC0028,Chef de Projet,Tunisie,2019-11-25
CON0778,Wael,Abidi,wael.abidi@ttelecom.tn,+216 24 188 892,ACC0172,Responsable SI,Tunisie,2021-12-30
CON0779,Rania,Mahfoudhi,rania.mahfoudhi@bna.com.tn,+216 95 640 414,ACC0165,Responsable SI,Tunisie,2023-01-09
CON0780,Dorra,Kchaou,dorra.kchaou@gmail.com,+216 23 364 895,ACC0067,RSSI,Tunisie,2019-06-29
CON0781,Slim,Mahfoudhi,slim.mahfoudhi@stb.com.tn,+216 55 653 596,ACC0147,DG,Tunisie,2023-10-14
CON0782,Fatma,Haddad,fatma.haddad@attijari.tn,+216 50 372 876,ACC0049,Directeur Financier,Tunisie,2020-10-16
CON0783,Salma,Hamouda,salma.hamouda@gmail.com,+216 53 342 494,ACC0102,Architecte SI,Tunisie,2023-10-12
CON0784,Yassine,Rekik,yassine.rekik@ooredoo.tn,+216 23 623 748,ACC0038,Directeur Financier,Tunisie,2019-10-26
CON0785,Mounir,Hammami,mounir.hammami@biat.com.tn,+216 20 761 114,ACC0071,CTO,Tunisie,2022-07-16
CON0786,Mouna,Tlili,mouna.tlili@ooredoo.tn,+216 26 843 202,ACC0040,CTO,Tunisie,2022-12-05
CON0787,Hajer,Mansouri,hajer.mansouri@attijari.tn,+216 52 480 538,ACC0006,Directeur Financier,Tunisie,2020-11-22
CON0788,Rami,Karray,rami.karray@stb.com.tn,+216 55 188 799,ACC0073,DG,Tunisie,2021-03-17
CON0789,Oussama,Hammami,oussama.hammami@bna.com.tn,+216 20 571 667,ACC0118,CTO,Tunisie,2019-10-09
CON0790,Oussama,Mansouri,oussama.mansouri@gmail.com,+216 27 184 957,ACC0189,RSSI,Tunisie,2023-01-26
CON0791,Rania,Cherni,rania.cherni@biat.com.tn,+216 92 855 368,ACC0015,Directeur Financier,Tunisie,2021-08-28
CON0792,Rania,Laabidi,rania.laabidi@ttelecom.tn,+216 21 530 401,ACC0039,CDO,Tunisie,2019-03-11
CON0793,Lotfi,Zouari,lotfi.zouari@stb.com.tn,+216 26 866 942,ACC0168,RSSI,Tunisie,2023-05-12
CON0794,Salma,Ben Youssef,salma.ben-youssef@bna.com.tn,+216 27 802 481,ACC0031,CDO,Tunisie,2019-09-07
CON0795,Mehdi,Chabbi,mehdi.chabbi@yahoo.fr,+216 24 252 652,ACC0071,Directeur Operations,Tunisie,2020-01-06
CON0796,Olfa,Brahim,olfa.brahim@stb.com.tn,+216 98 621 241,ACC0026,CDO,Tunisie,2023-01-01
CON0797,Nacer,Ben Slama,nacer.ben-slama@ooredoo.tn,+216 90 405 696,ACC0136,DG,Tunisie,2021-11-28
CON0798,Zied,Chabbi,zied.chabbi@biat.com.tn,+216 90 236 847,ACC0169,Directeur Operations,Tunisie,2023-11-01
CON0799,Asma,Bchir,asma.bchir@stb.com.tn,+216 53 135 924,ACC0011,CDO,Tunisie,2020-02-27
CON0800,Karim,Chebbi,karim.chebbi@gmail.com,+216 26 749 660,ACC0022,Directeur Operations,Tunisie,2020-09-03
